MODEL, MARKETING_NAME, VENDOR, DISPLAY_HEIGHT, DISPLAY_WIDTH, CAMERA_PIXELS, YEAR_RELEASED, DIAGONAL_SCREEN_SIZE, REACH
A616,a616,lenovo,854,480,5,2014,5.5,65
KYY21,urbano l01,kddi,1280,720,13,2013,4.65,65
306,306,nex,1090,1980,5,2014,7,65
OT-6037Y,one touch idol 2,alcatel,960,540,8,2014,5,65
P300,funbook,micromax,800,480,0.3,2012,7,65
B3-A20B,iconia one 10,acer,800,1280,NULL,2015,10.1,65
9300,curve,blackberry,240,320,2,2010,2.45,65
Lead 6,lead 6,leagoo,854,480,2,2014,4.5,65
SM-J510K,galaxy j5 (2016),samsung,1280,720,13,2016,5.2,65
H918,v20,lg,2560,1440,16,2016,5.7,65
G200,g200,xgody,854,480,5,2015,4.5,65
Xenium W6610,xenium w6610,philips,960,540,8,2014,5,64
SCL-TL00H,honor 4a,huawei,1280,720,8,2015,5,64
R6006,find 7 mini,oppo,1280,720,8,2014,4.7,64
2PST1,desire 530,htc,1280,720,8,2016,5,64
E970,optimus g,lg,1280,768,8,2012,4.7,64
S6s,s6s,gionee,1920,1080,13,2016,5.5,64
W500,titan,cherry mobile,800,480,NULL,2012,5,64
DG500C,discovery 2,doogee,960,540,13,2014,5,64
Desire 210 Dual SIM,desire 210 dual sim,htc,800,480,5,2014,4,64
SM705,t1,smartisan,1920,1080,13,2014,4.95,64
S1033X,s1033x,medion,1920,1200,5,2014,10.1,64
5051X,pop 4,alcatel,1920,1080,8,2016,5,64
D683,g pro lite,lg,960,540,8,2014,5.5,64
Smart Tab III 7,smart tab iii 7,vodafone,1024,600,5,2013,7,64
D380,l80 dual,lg,800,480,5,2014,5,63
H635A,g4 stylus,lg,1280,720,13,2015,5.7,63
S9512,lifetab,medion,768,1024,NULL,2012,9.699999999999999,63
RIO-TL00,g7 plus,huawei,1920,1080,13,2015,5.5,63
SM-N9008S,galaxy note 3,samsung,1920,1080,12,2013,5.7,63
E5306,xperia c4,sony,1920,1080,13,2015,5.5,63
930TPC,suprapad,iview,600,1024,2,2015,9,63
IM-A890L,vega secret note,pantech,1920,1080,13,2013,5.9,63
Y17w,y17w,vivo,1280,720,5,2013,4.7,63
Aquaris E5 HD,aquaris e5 hd,bq,1280,720,13,2014,5,63
H440AR,spirit,lg,1280,720,8,2015,4.7,63
SGH-I717M,galaxy note,samsung,1280,800,NULL,2012,5.3,63
L-06D,optimus vu,docomo,1024,768,8.199999999999999,2012,5,63
XT914,razr d1,motorola,480,320,5,2013,3.5,62
U971,inifinty,hisense,1280,720,8,2014,5,62
D329,l series iii l70,lg,800,480,5,2014,4.5,62
Draco AW80,draco aw80,tronsmart,NULL,NULL,NULL,NULL,NULL,62
6545LVW,10,verizon,2560,1440,12,2016,5.2,62
Desire 526,desire 526,htc,960,540,8,2015,4.7,62
C6806,xperia z ultra lte,sony,1920,1080,8,2013,6.4,62
H961AN,v10,lg,2560,1440,16,2015,5.7,62
TR10RS1,education tablet,intel,1280,800,2,2014,10.1,62
701,701,nokia,640,360,NULL,2011,3.5,62
A74,canvas fun,micromax,1280,720,5,2013,4.5,62
One E9 dual sim,one e9 dual sim,htc,1920,1080,13,2015,5.5,62
H900,v10,at&t,2560,1440,16,2015,5.7,62
GT-I9197,galaxy s4 mini td-lte,samsung,960,540,8,2013,4.3,62
T95N-2G,t95n-2g,wellwin,NULL,NULL,NULL,2016,NULL,61
S1La40,vibe s1 lite,lenovo,1920,1080,13,2016,5,61
G750-T01,honor 3x g750,huawei,1280,720,13,2013,5.5,61
302HW,stream s,e-mobile,1280,720,8,2014,4.7,61
Rome,rome,umi,1280,720,13,2015,5.5,61
IM-A810S,vega lte m,pantech,1280,800,NULL,2011,4.51,61
Agora 4g Plus,agora 4g plus,kogan,1280,720,13,2014,5,61
LS770,g stylo,lg,1280,720,8,2015,5.7,61
Y60-C1,y60,coolpad,854,480,3.15,2015,5,61
ST17i,xperia active,sony ericsson,480,320,5,2011,3,61
G621-TL00,g621-tl00,huawei,1280,720,5,2014,5,61
KIW-TL00H,honor 5x,huawei,1920,1080,13,2015,5.5,61
V498,g pad ii 8.0,lg,800,1280,5,2015,8,61
GT-I8260L,galaxy core,samsung,800,480,5,2013,4.3,61
iPhone 7,iphone 7,apple,1334,750,12,2016,4.7,61
SM-J700T1,galaxy j7,samsung,1280,720,8,2015,5.5,60
SM-J510MN,galaxy j5,samsung,1280,720,13,2016,5.2,60
Gpad Q7,gpad q7,eaget,480,800,0.3,2011,7,60
Blackphone 2,blackphone 2,silent circle,1920,1080,13,2015,5.5,60
P350,optimus me,lg,320,240,3.15,2011,2.8,60
S308,s308,philips,800,480,5,2014,4,60
GT-S5690,xcover,samsung,480,320,3.15,2011,3.65,60
OnePAD 1100x2,onepad 1100x2,airis,600,1024,NULL,2013,10.06,60
D605,optimus l9 ii,lg,1280,720,8,2013,4.7,60
ZE552KL (Z012S),zenfone 3,asus,1920,1080,16,2016,5.5,60
NX507J,nubia z7 mini,zte,2560,1440,13,2014,5.5,60
K30-W,k3,lenovo,1280,720,8,2014,5,60
iVibe,ivibe,maximus,854,480,5,2015,5,60
A3-A20FHD,iconia tab a3,acer,1200,1920,5,2014,10.1,60
AQ5001,canvas juice 2,micromax,1280,720,8,2015,5,60
Lead 2S,lead 2s,leagoo,960,540,8,2014,4.5,60
E405f,optimus l3 dual,lg,320,240,NULL,2012,3.2,60
X145,l60,lg,800,480,5,2014,4.3,59
CHM-TL00H,honor 4c,huawei,1280,720,13,2015,5,59
XT1526,moto e 2nd gen,sprint,960,540,5,2015,4.5,59
SM-J120A,galaxy j1,samsung,800,480,5,2016,4.5,59
Desire 501 Dual SIM,desire 501 dual sim,htc,800,480,8,2014,4.3,59
SGH-I497,galaxy tab 2 10.1,samsung,800,1280,3.15,2012,10.13,59
S398,s398,philips,1280,720,8,2014,5,59
5036D,one touch pop c5 dual,alcatel,854,480,5,2013,4.5,59
T6C,t6c,thl,854,480,5,2015,5,59
SM-G310HN,galaxy ace style,samsung,800,480,5,2014,4,59
SGH-I257M,galaxy s4 mini,samsung,960,540,8,2013,4.3,59
SM-T210L,homeboy galaxy tab 3 7.0,samsung,600,1024,3.15,2013,7,59
SM-G920R4,galaxy s6,samsung,2560,1440,16,2015,5.1,59
H60-L11,honor 6,huawei,1920,1080,13,2014,5,59
Q3000,q3000,xolo,1920,1080,13,2013,5.7,59
B15,cat b15,caterpillar,800,480,5,2013,4,59
55 Platinum,55 platinum,archos,1280,720,13,2015,5.5,59
Aquaris A4.5,aquaris a4.5,bq,960,540,8,2015,4.5,59
PE-CL00,honor 6 plus,huawei,1920,1080,8,2014,5.5,59
S5000-H,s5000,lenovo,800,1280,5,2013,7,59
F3113,xperia xa ultra,sony,1280,720,16,2016,5,59
P2S,pioneer p2s,gionee,800,480,5,2014,4,59
P700,optimus l7,lg,800,480,5,2012,4.3,58
50 Platinum,50 platinum,archos,960,540,8,2013,5.01,58
RM-820,lumia 920,nokia,1280,768,8,2012,4.5,58
SM-G7200,galaxy grand 3,samsung,1280,720,13,2015,5.2,58
Puls,puls,telekom,1280,800,5,2015,8,58
A33,a33,oppo,960,540,8,2015,5,58
Z010DA,z010da,asus,1280,720,13,2016,5.5,58
s7-601u,mediapad 7 vogue,huawei,600,1024,3.15,2013,7,58
A240,canvas doodle 2,micromax,1280,720,12,2013,5.7,58
F650K,x screen,kt,1280,720,13,2016,4.93,58
M650,express,huawei,240,320,NULL,2011,2.6,58
K410,k10,lg,1280,720,8,2016,5.3,58
M353,mx3,meizu,1800,1080,8,2013,5.1,58
SM-G110H,galaxy pocket 2,samsung,320,240,1.9,2014,3.3,58
SM-S820L,sm-s820l,samsung,800,480,5,2014,4.7,58
XT926,droid razr hd,motorola,1280,720,8,2012,4.7,58
Y340-U081,y340-u081,huawei,800,480,5,2014,4,58
80 Xenon,80 xenon,archos,768,1024,2,2014,8,58
SCH-I959,galaxy s4,samsung,1920,1080,13,2013,5,58
Y635-CL00,ascend y635,huawei,854,480,5,2015,5,57
S750,s750,lenovo,960,540,8,2013,4.5,57
C199,c199,huawei,1280,720,13,2014,5.5,57
T326e,desire sv,htc,800,480,NULL,2012,4.3,57
6045I,one touch idol 3,alcatel,1920,1080,8,2015,5.5,57
V607L,g pad 2 8.0,lg,800,1280,5,2015,8,57
G750-T00,honor 3x g750,huawei,1280,720,13,2013,5.5,57
X5S L,x5s l,vivo,1280,720,13,2015,5,57
E2104,xperia e4,sony,960,540,5,2015,5,57
D315,f70,lg,800,480,5,2014,4.5,57
LS980,g2,sprint,1920,1080,13,2013,5.2,57
D23,ideanote 2,unknown,1280,720,NULL,2012,5,57
D628u,desire 628,htc,1280,720,13,2016,5,57
P512,flyer,htc,600,1024,NULL,2011,7,57
Marathon M5 Lite,marathon m5 lite,gionee,1280,720,8,2015,5,57
Venue 8 7840,venue 8 7840,dell,1600,2560,2,2016,8.4,57
7b G3,7b g3,arnova,480,800,0.3,2012,7.01,57
LS992,g5,sprint,2560,1440,16,2016,5.3,57
Darkmoon,darkmoon,wiko,1280,720,8,2014,4.7,57
SM-S975L,galaxy s4,samsung,1920,1080,13,2014,5,57
A800,a800,wellcom,800,480,0.3,2010,7,56
X5 Max,x5 max,doogee,1280,720,8,2015,5,56
C6916,xperia z1s lte-a,sony,1920,1080,20.7,2014,5,56
SPH-D710,galaxy s2 epic touch 4g,samsung,800,480,8,2011,4.53,56
Touch Bean 402,touch bean 402,mobiistar,800,480,3,2014,4,56
8297-T01,dashen f1 plus,coolpad,1280,720,8,2014,5,56
SGH-T399,garda,samsung,800,480,4.9,2013,4,56
Uno M1,uno m1,synrgic,1280,720,8,2013,4.7,56
CP8298 I00,note 3 lite,coolpad,1280,720,13,2015,5,56
GT-S5312,galaxy pocket neo,samsung,320,240,2,2013,3.01,56
QMV7A,ellipsis 7,verizon,1280,800,3.2,2013,7,56
SGH-T599N,galaxy exhibit,samsung,800,480,5,2013,3.8,56
E6603,xperia z5,sony,1920,1080,23,2015,5.2,56
D816d,desire 816,htc,1280,720,13,2014,5.5,56
FTJ152D,samurai kiwami,freetel,2560,1440,21,2016,6,56
SM-G928P,galaxy s6 edge+,sprint,2560,1440,16,2015,5.67,56
GT-1313,gt-1313,samsung,800,480,5.5,2014,3.9,55
X515m,evo 3d,htc,960,540,NULL,2011,4.3,55
Agora HD Mini,agora hd mini,kogan,1024,768,8,2014,7.85,55
A810e,chacha,htc,320,480,5,2011,2.6,55
TF701T (K00C),transformer pad infinity,asus,1600,2560,NULL,2013,10.1,55
Z812,maven,zte,854,480,5,2015,4.5,55
763s,763s,avvio,480,320,2,2013,3.5,55
V495,g pad f 7.0 lte,lg,1280,800,5,2015,7,55
7050Y,one touch pop s9,alcatel,1280,720,8,2014,5.9,55
Aquaris M4.5,aquaris m4.5,bq,960,540,8,2015,4.5,55
MK908,mini pc google tv player,tronsmart,NULL,NULL,NULL,2013,NULL,55
RCT6303W87DK,10 viking pro,rca tablets,800,1280,2,2015,10.1,55
802w,one,htc,1920,1080,4.3,2013,4.7,55
U8815,ascend g300,huawei,800,480,5,2012,4,55
GT-S5570i,galaxy mini plus / pop plus,samsung,320,240,3.15,2011,3.15,55
7041X,one touch pop c7,alcatel,854,480,5,2014,5,55
A68,a68,lava,854,480,5,2016,4.5,55
S7800,s7800,jxd,800,1280,2,2013,7,55
GT-P7501,galaxy tab 10.1n,samsung,800,1280,0.3,2011,10.1,55
A6020l36,vibe k5 plus,lenovo,1920,1080,13,2016,5,54
W610D,soul m2,k-touch,800,480,5,2013,4,54
IN610,in610,infocus,1280,720,8,2013,6.1,54
GW620,eve,lg,480,320,NULL,2009,3,54
P5000,p5000,elephone,1920,1080,16,2015,5,54
GT-C3312,duos,samsung,320,240,1.3,2012,2.8,54
TPC-PA777,tpc-pa777,jay-tech,480,800,0.3,2014,7,54
EVA-AL00,p9,huawei,1920,1080,12,2016,5.2,54
Smart 7,smart 7,nex,NULL,NULL,5,2013,4.5,54
GT-S6810,galaxy fame,samsung,480,320,5,2013,3.5,54
GT-S6312,galaxy young,samsung,480,320,3.15,2013,3.27,54
GT-I9515L,galaxy s4 value edition,samsung,1920,1080,13,2014,5,54
Novo 10 Hero,novo 10 hero,ainol,1280,800,NULL,2012,10.13,54
Q380,canvas spark,micromax,960,540,8,2015,4.7,54
875,smart mini,vodafone,480,320,2,2013,3.5,54
K130,k4,lg,854,480,5,2016,4.5,54
AS330,k7,lg,854,480,5,2016,5,54
Slate 10 HD,slate 10 hd,hp,800,1280,5,2013,10.1,54
CAM-TL00H,honor 5a,huawei,1280,720,8,2016,5.5,54
SHV32,aquos phone serie,kddi,1920,1080,13,2015,5,54
A3600,a3600,lenovo,854,480,5,2014,4.5,54
SM-T360,galaxy tab active,samsung,800,1280,3.1,2014,8,53
R.55,r.55,revel,960,540,5,2014,5.5,53
Flare S4 Lite,flare s4 lite,cherry mobile,1280,720,8,2015,5,53
D2104,xperia e1 dual,sony,800,480,3.15,2014,4,53
RM-1090,lumia 535 dual sim,microsoft,960,540,5,2014,5,53
GT-S5839i,galaxy ace,samsung,480,320,5,2012,3.5,53
LS996,g flex 2,lg,1920,1080,13,2015,5.5,53
Amazing A7,amazing a7,twm,960,540,8,2014,5.5,53
SM-G900MD,galaxy s5,samsung,1920,1080,16,2014,5.1,53
Cink Five,cink five,wiko,1280,720,8,2013,5,53
M2-803L,mediapad m2 8.0,huawei,1200,1920,8,2015,8,53
K-Book,k-book,kalley,480,800,0.3,2012,7,53
GT-I9505G,galaxy s4 lte,samsung,1920,1080,13,2013,5,53
Y560-U23,y5,huawei,854,480,5,2015,4.5,53
R8207,r1c,oppo,1280,720,13,2015,5,53
SCH-R970,galaxy s4,us cellular,1920,1080,13,2013,5,53
KIII,kiii,unknown,NULL,NULL,NULL,2015,NULL,53
A7-30DC,lenovo tab 2,lenovo,600,1024,2,2015,7,53
D820t,desire 820t,htc,1280,720,13,2014,5.5,52
A590,a590,lenovo,800,480,3,2013,4.99,52
Aspire A1,aspire a1,lemon,960,540,8,2013,5.3,52
SM-G7108,galaxy grand 2,samsung,1280,720,8,2013,5.25,52
SHV-E230L,galaxy note 10.1,samsung,800,1280,5,2012,10.1,52
Iris X8Q,iris x8q,lava,1280,720,5,2015,5,52
SGH-T399N,galaxy light,samsung,800,480,5,2013,4,52
SM-T670,galaxy view,samsung,1080,1920,2.1,2015,18.4,52
Smart 4,smart 4,vodafone,854,480,5,2014,4.5,52
5200S,5200s,coolpad,800,400,2,2014,4,52
GT-I9301Q,galaxy s3 neo plus,samsung,1280,720,8,2014,4.8,52
E-Tab 5,e-tab 5,general mobile,1200,1920,0.3,2015,7,52
GT-P6210,galaxy tab 7,samsung,1024,600,3.15,2012,7,52
RM-1010,lumia 638,nokia,854,480,5,2014,4.5,52
BARRY,barry,wiko,854,480,5,2014,5,52
MiBox 2,mibox 2,xiaomi,1080,1920,NULL,2013,6.88,52
IM-A920S,pop up note,pantech,1920,1080,13,2014,5.5,52
RCT6773W22,7 voyager,rca,600,1024,0.3,2014,7,52
IK-TPC7065P,ik-tpc7065p,ikon,480,800,2,2013,7,52
SCH-P709,galaxy mega 5.8,samsung,960,540,8,2013,5.8,52
SM-G930T1,galaxy a7,samsung,2560,1440,12,2016,5.1,52
808,pureview,nokia,640,360,41,2012,3.99,51
2PUK200,desire 825,htc,1280,720,13,2016,5.5,51
P6-C00,ascend p6 td,huawei,1280,720,8,2013,4.7,51
Stairway,stairway,wiko,1280,720,13,2013,5,51
P700,p700,g-tab,480,800,1.3,NULL,7,51
M255,m255,s-tell,800,480,5,2013,4,51
XT320,defy mini,motorola,480,320,3.15,2012,3.2,51
MB525,defy,motorola,854,480,NULL,2010,3.7,51
SC-01H,galaxy active neo,samsung,800,480,8,2015,4.5,51
Mi-535,stellar pinnacle pro,spice,960,540,8,2013,5.3,51
402M,touch bean,mobiistar,480,320,2,2013,4,51
Y31A,y31a,vivo,960,540,8,2015,4.7,51
Spira D2,spira d2,argos,1280,720,13,2015,5.5,51
50e Helium,50e helium,archos,1280,720,5,2015,5,51
PN07120,one play edition,htc,1920,1080,4,2013,4.7,50
Turbo DG2014,turbo dg2014,doogee,1280,720,13,2014,5,50
SM-N915P,galaxy note edge,sprint,2560,1600,16,2014,5.6,50
Touch Bean 452C,touch bean 452c,mobiistar,854,480,5,2014,4.5,50
Agua Vortex,agua vortex,myphone,1280,720,13,2013,5,50
F240,optimus g pro,lg,1920,1080,2.1,2013,5.5,50
H5500,h5500,unknown,800,480,NULL,2012,4.3,50
RM-845,lumia 822,nokia,800,480,8,2012,4.3,50
E405,optimus l3,lg,320,240,NULL,2012,3.2,50
K371,phoenix 2,at&t,1280,720,8,2016,5,50
IM-A810K,vega lte m,pantech,1280,800,8,2011,4.51,50
W503,w503,telego,854,480,8,2014,5,50
YT3-X50M,yoga tab 3,lenovo,800,1280,8,2015,10.1,50
J520,j520,unknown,480,320,3,2013,3.5,50
A3-A11,iconia tab a3,acer,1280,800,5,2013,10.1,50
SH-02H,aquos compact,docomo,1920,1080,NULL,2015,4.7,50
V7A,v7a,inew,1280,720,16,2015,5,50
SM-A500,galaxy a5,samsung,1280,720,13,2014,5,50
K428,k10,t-mobile,1280,720,13,2016,5.3,49
D856,g3,lg,2560,1440,13,2014,5.5,49
Y560-U02,ascend y560,huawei,854,480,5,2015,4.5,49
Cink Slim,cink slim,wiko,800,480,NULL,2012,4,49
H340,leon,lg,854,480,5,2015,4.5,49
M810,m810,infocus,1920,1080,13,2014,5.5,49
H60-L03,honor 6,huawei,1920,1080,13,2014,5,49
Dongle 3188,dongle 3188,gxt,NULL,NULL,NULL,2014,NULL,49
F-02E,arrows x,docomo,1920,1080,16.03,2013,5,49
5045X,one touch pixi 4 (5),alcatel,854,480,8,2016,4,49
SM-P555Y,galaxy tab a 9.7 lte,samsung,1024,768,5,2015,9.699999999999999,49
H820,g5,at&t,2560,1440,16,2016,5.3,49
SGH-I577,exhilarate,at&t,800,480,5,2012,4,49
A53m,a53m,oppo,1280,720,13,2015,5.5,49
YL-M712,yl-m712,yilin,600,1024,0.3,2013,7,49
G730-T00,ascend,huawei,960,540,5,2013,5.5,49
T95 2G,t95 2g,susai,NULL,NULL,NULL,2016,NULL,49
SGH-I187,ativ s neo,at&t,1280,720,8,2013,4.8,49
SM-N9000,galaxy note 3,samsung,1920,1080,13,2013,5.7,49
A7-30GC,tab 2,lenovo,600,1024,2,2014,7,48
Y320-U01,ascend y320,huawei,800,480,2,2013,4,48
P70,p70,lenovo,480,320,NULL,2011,3.5,48
YU5010A,yu yuphoria,yu,1280,720,8,2015,5,48
X5V,x5v,vivo,1280,720,13,2014,5,48
M7005,m7005,apad,480,800,NULL,2011,7,48
GRA-CL10,p8 standard edition,huawei,1920,1080,13,2015,5.2,48
Free-075,free-075,freeman,480,800,3.15,2014,7,48
Y18L,y18l,vivo,1280,720,8,2014,4.7,48
Quadra 7 UltraSlim,quadra 7 ultraslim,pentagram,800,1280,2,2013,7,48
SM-N7500Q,galaxy note 3 neo,samsung,1280,720,8,2014,5.5,48
ISW11SC,galaxy s2 wimax,kddi,1280,720,8,2012,4.7,48
LS775,stylus 2,lg,1280,720,13,2016,5.7,48
4011X,one touch glory 2s pro,alcatel,480,320,3.2,2013,3.5,48
GL07S,stream x,huawei,1280,720,13,2013,4.7,48
GT-B9150,gt-b9150,samsung,1080,1920,NULL,2013,6.88,48
P505,p505,lg,480,320,NULL,2011,3.2,48
X330,flare s3 octa,cherry mobile,1280,720,13,2015,5,48
SGP412,xperia z ultra wifi,sony,1920,1080,8,2014,6.4,48
Z300CG (P021),zenpad 10,asus,800,1280,2,2015,10.1,48
P850X,p850x,medion,800,1280,NULL,2016,8,48
Grand S II,grand s ii,zte,1920,1080,13,2014,5.5,48
LT28i,xperia ion,sony,1280,720,12,2012,4.55,48
9360,curve,blackberry,360,480,5,2011,2.44,48
E810,e810,konka,320,240,NULL,2011,2.4,47
Desire 326G,desire 326g,htc,854,480,8,2015,4.5,47
50d Helium,50d helium,archos,1280,720,13,2015,5,47
8079,8079,coolpad,854,480,2,2014,4.5,47
M10,m10,haipad,600,1024,0.3,2012,9.970000000000001,47
A109,canvas xl2,micromax,960,540,5,2014,5.5,47
SCL21,galaxy s3 progre,kddi,1280,720,NULL,2012,4.8,47
Tab 10,tab 10,zte,800,1280,2,2014,10.1,47
A350,canvas knight,micromax,1920,1080,16,2014,5,47
V967S,skate 2,zte,960,540,5,2013,5,47
HN3-U01,honor 3,huawei,1280,720,13.1,2013,4.7,47
X5L,x5l,vivo,1280,720,13,2014,5,47
CHE-TL00,glory play 4x,huawei,1280,720,13,2014,5.5,47
F520L,aka 4g,lg,1280,720,8,2014,5,47
T9200,ascend p1,huawei,960,540,NULL,2012,4.3,47
LS991,g4,sprint,2560,1440,16,2015,5.5,47
Nura Gris,nura gris,orange,1280,720,8,2014,5.5,47
I216X,one touch pixi 7,alcatel,960,540,0.3,2014,7,47
Y530-U051,ascend y530,huawei,854,480,5,2014,4.5,47
DM-01G,dm-01g,docomo,1920,1080,21,2015,5.2,46
LS740,volt,lg,960,540,8,2014,4.7,46
W619,w619,k-touch,800,480,2,2012,3.5,46
BNTV600,nook hd+,barnes and noble,1920,1280,NULL,2012,8.98,46
GS55-6,gs55-6,gigaset,1920,1080,16,2015,5,46
MT7-UL00,ascend mate 7,huawei,1920,1080,13,2014,6,46
A13 Mid,generic android tablet,allwinner,480,800,NULL,2012,8.970000000000001,46
S9714,lifetab,medion,800,1280,NULL,2012,10,46
P650,canvas tab,micromax,768,1024,5,2013,8,46
LT30a,xperia t,sony,1280,720,13,2012,4.55,46
W806,w806,k-touch,800,480,0.3,2012,4.49,46
302SH,aquos phone xx,softbank,1920,1080,16,2013,5.2,46
Pioneer P2,pioneer p2,gionee,800,480,5,2013,4,46
308,308,nex,1280,720,3,2013,7,46
R2017,r2017,oppo,960,540,5,2015,4.7,46
S510,s510,malata,1280,720,13,2013,5,46
FJL22,arrows z,kddi,1920,1080,13,2013,5,46
IGGY,iggy,wiko,854,480,5,2013,4.5,46
E615F,optimus dual l5,lg,480,320,NULL,2012,4.01,46
VF-795,smart speed 6,vodafone,854,480,5,2015,4.5,46
S5.5,elife s5.5,gionee,1920,1080,13,2014,5,46
Y511-U10,ascend y511,huawei,854,480,3.15,2013,4.5,46
D6643,xperia z3,sony,1920,1080,20.7,2014,5.2,46
Y17t,y17t,vivo,1280,720,8,2013,4.7,45
SHW-M250L,galaxy s2,samsung,800,480,8,2011,4.3,45
GT-P7320,galaxy tab 8.9 lte,samsung,800,1280,3,2012,8.880000000000001,45
8520,curve,blackberry,240,320,2,2009,2.46,45
Aquaris E4,aquaris e4,bq,800,480,8,2014,4,45
S950,idol x,tcl,1920,1080,13,2014,5,45
NXM803HC,next8p,nextbook,600,800,2,2011,8,45
7620L,7620l,coolpad,960,540,8,2014,5.5,45
MK16i,xperia pro,sony ericsson,854,480,8,2010,3.7,45
I9200,i9200,blackbird,480,900,2,NULL,9,45
HT6,homtom ht6,doogee,1280,720,13,2015,5.5,45
D802T,g2,lg,1920,1080,13,2014,5.2,45
SM-A310Y,galaxy a3,samsung,1280,720,13,2015,4.7,45
F1fw,f1fw,oppo,1280,720,13,2016,5,45
Excite 450dx,excite 450dx,cloudfone,854,480,5,2014,4.5,45
A1001,one,oneplus,1920,1080,13,2014,5.5,45
101d Neon,101d neon,archos,600,1024,2,2014,10.1,45
SM-G900AZ,galaxy s5,cricket,1920,1080,16,2014,5.1,45
403SC,galaxy tab 4 7.0 lte,softbank,1280,800,3,2014,7,45
SM-T357T,galaxy tab a 8,t-mobile,1024,768,5,2015,9.699999999999999,45
Y55A,y55a,vivo,1280,720,8,2016,5.2,45
My27,my27,myphone,854,480,8,2015,5,45
Lead 3,lead 3,leagoo,960,540,5,2014,4.5,45
Y535-C00,ascend y535,huawei,854,480,2,2013,4.5,45
SM-T377V,galaxy tab e 8.0,samsung,1280,800,5,2015,8,44
4013X,one touch pixi 3,alcatel,800,480,1.9,2015,4,44
GN800,gn800,gionee,800,480,NULL,2012,4.99,44
S8-50L,tab s8,lenovo,1200,1920,8,2014,8,44
Studio X Plus,studio x plus,blu,1280,720,8,2015,5.5,44
K100,k3,lg,854,480,5,2016,4.5,44
Y23L,y23l,vivo,854,480,5,2014,4.5,44
M511,m511,infocus,1280,720,8,2014,5,44
PSP5307DUO,multiphone 5307,prestigio,854,464,8,2014,5.3,44
A820,a820,lenovo,960,540,8,2013,4.5,44
Q1000,opus,xolo,854,480,5,2013,5,44
A1-850,iconia one 8,acer,800,1280,5,2014,8,44
SK17i,mango,sony ericsson,320,480,5,2011,3,44
T31,t31,panasonic,800,480,3.15,2013,4,44
101S,medias 101s,nec,854,480,5,2012,4.01,44
V10,v10,hiking,1280,720,13,2015,5,44
SGH-I257,galaxy s4 mini,samsung,960,540,8,2013,4.3,44
F-02F,arrows tab,docomo,1600,2560,8,2013,10.1,44
Rio 2,rio 2,myphone,1280,720,8,2015,4.7,44
X510,hot 2,infinix,1280,720,8,2015,5,44
Lifetab E7316,lifetab e7316,medion,600,1024,2,2014,7,44
XT531,fire xt,motorola,480,320,NULL,2011,3.5,44
GT-I8550,galaxy win,samsung,800,480,5,2013,4.7,44
ATH-TL00,honor 4a,huawei,1920,1080,13,2015,5,44
Mingalaba 4,mingalaba 4,nex,960,540,5,2015,5.5,44
MS500,optimus f6,lg,960,540,4.9,2013,4.5,44
Be Pro,be pro,ulefone,1280,720,13,2015,5.5,44
X15,x15,cubot,1920,1080,16,2015,5.5,44
S550,s550,cubot,1280,720,13,2015,5.5,43
ZP100,zopo pilot,zopo,960,540,5,2012,4.3,43
SM-G530P,galaxy grand prime,sprint,960,540,8,2014,5,43
10 Plus,10 plus,hp,1200,1920,5,2014,10.1,43
5230,5230,nokia,640,360,2,2009,3.2,43
V919 Air,v919 air,onda,1536,2048,2,2015,9.699999999999999,43
V700n,g pad 10.1,lg,800,1280,5,2014,10.1,43
CHM-TL00,honor 4c,huawei,1280,720,13,2015,5,43
C5-00,c5-00,nokia,320,240,NULL,2010,2.2,43
E6782,brigadier,verizon,1280,720,8,2014,4.5,43
Blade L6,blade l6,zte,1280,720,13,2015,5,43
V9180,redbull v5,zte,1280,720,13,2014,5,43
Diamond S,diamond s,archos,1280,720,16,2015,5,43
Y320-U30,ascend y320,huawei,800,480,2,2013,4,43
ST21a,xperia tipo,sony ericsson,480,320,3.15,2012,3.2,43
SM-G850W,galaxy s5 active,samsung,1920,1080,16,2014,5.1,43
Smart 4,smart 4,nex,800,480,5,2013,4,43
Smart D71,smart d71,klipad,600,1024,2,2014,7,43
PC-TE510S1,lavie tab e,nec,800,1280,2,2014,10.1,43
Advance 5.0,advance 5.0,blu,854,480,5,2015,5,43
E455,optimus l5 dual 2,lg,800,480,5,2013,4,43
SM-J320Y,galaxy j3,samsung,1280,720,8,2016,5,43
SM-J320W8,galaxy j3 (2016),samsung,1280,720,8,2016,5,43
Elife E7 Mini,elife e7 mini,gionee,1280,720,13,2014,4.7,43
E6-00,e6-00,nokia,480,640,NULL,2011,2.61,43
Alfa 2,alfa 2,leagoo,1280,720,13,2016,5,43
P698f,optimus net,lg,480,320,NULL,2011,3.2,43
V521,g pad x8.0,t-mobile,1920,1200,5,2016,8,43
D959,g flex,t-mobile,1280,720,13,2013,6,43
LUA-L02,y3 ii,huawei,854,480,5,2016,4.5,43
X9070,find 7,oppo,2560,1440,13,2014,5.5,43
Nova F Mini,nova f mini,mobell,854,480,8,NULL,4.5,43
SOT21,xperia z2 tablet,kddi,1200,1920,8.1,2014,10.1,43
Flare S4,flare s4,cherry mobile,1280,720,13,2015,5,43
MX9200,mx9200,kocaso,480,800,2,2014,9,42
