MODEL,REACH,MARKETING_NAME,VENDOR,PRICE_RELEASED,YEAR_RELEASED,MONTH_RELEASED,TIME_RELEASED,DIAGONAL_SCREEN_SIZE,CAMERA_PIXELS,DISPLAY_HEIGHT,DISPLAY_WIDTH,AGE,ClusterScrCam_km7
Pure XL,9,pure xl,blu,310.0,2015.0,9.0,2015.75,6.0,24.0,2560.0,1440.0,1.4166666666667425,1
Connect 7 Pro,9,connect 7 pro,odys,90.0,2014.0,3.0,2014.25,7.0,2.0,768.0,1024.0,2.9166666666667425,6
A6020a41,8,vibe k5,lenovo,140.0,2016.0,4.0,2016.333333333333,5.0,13.0,1280.0,720.0,0.8333333333337123,1
GT-I9128V,8,galaxy grand,samsung,370.0,2013.0,,2013.5,5.0,8.0,800.0,480.0,3.6666666666667425,4
Z100,8,z100,cubot,230.0,2015.0,1.0,2015.083333333333,5.0,13.0,1280.0,720.0,2.0833333333337123,1
GSmart Roma R2,8,gsmart roma r2,gigabyte,140.0,2013.0,10.0,2013.833333333333,4.0,5.0,800.0,480.0,3.3333333333337123,3
S560,8,s560,lenovo,180.0,2012.0,,2012.5,4.0,5.0,800.0,480.0,4.6666666666667425,3
H731,8,g4s lte,lg,160.0,2015.0,6.0,2015.5,5.2,8.0,1920.0,1080.0,1.6666666666667425,2
A092,8,unite a092,micromax,70.0,2014.0,,2014.5,4.0,5.0,800.0,480.0,2.6666666666667425,2
SM-G3858,8,galaxy beam 2,samsung,250.0,2014.0,7.0,2014.583333333333,4.66,5.0,800.0,480.0,2.5833333333337123,2
S307,8,xenium s307,philips,130.0,2015.0,7.0,2015.583333333333,4.0,2.0,800.0,480.0,1.5833333333337123,2
Mega,8,mega,fero,100.0,2016.0,8.0,2016.666666666667,5.5,8.0,1280.0,720.0,0.4999999999997726,2
D2243,8,xperia e3,sony,170.0,2014.0,9.0,2014.75,4.5,5.0,854.0,480.0,2.4166666666667425,2
E973,8,optimus g,lg,160.0,2012.0,11.0,2012.916666666667,4.7,13.0,1280.0,768.0,4.249999999999773,4
H442,8,spirit,lg,120.0,2015.0,3.0,2015.25,4.7,8.0,1280.0,720.0,1.9166666666667425,2
G6-L33,8,ascend g6 4g,huawei,140.0,2014.0,2.0,2014.166666666667,4.5,8.0,960.0,540.0,2.9999999999997726,2
GT-S5369,8,galaxy y,samsung,180.0,2012.0,,2012.5,3.01,2.0,320.0,240.0,4.6666666666667425,3
SCH-I545PP,8,galaxy s4,samsung,440.0,2013.0,5.0,2013.416666666667,5.0,13.0,1920.0,1080.0,3.7499999999997726,4
Max2,8,max2,innjoo,350.0,2015.0,5.0,2015.416666666667,5.0,13.0,1280.0,720.0,1.7499999999997726,1
ST-551,8,st-551,miia,90.0,2015.0,,2015.5,5.5,8.0,960.0,540.0,1.6666666666667425,2
SGH-I437,8,galaxy express,at&t,160.0,2012.0,11.0,2012.916666666667,4.5,5.0,800.0,480.0,4.249999999999773,3
GSmart Mika M2,8,gsmart,gigabyte,190.0,2014.0,6.0,2014.5,5.0,13.0,1280.0,720.0,2.6666666666667425,1
GT-S6812,8,galaxy fame,samsung,120.0,2013.0,3.0,2013.25,3.5,5.0,480.0,320.0,3.9166666666667425,3
President Smart 5,8,president smart 5,gfive,80.0,2014.0,,2014.5,5.0,5.0,854.0,480.0,2.6666666666667425,2
P9070,8,burst,at&t,450.0,2012.0,4.0,2012.333333333333,4.0,5.0,800.0,480.0,4.833333333333712,4
AQ4502,8,canvas a1,micromax,90.0,2015.0,6.0,2015.5,4.5,5.0,854.0,480.0,1.6666666666667425,2
Primo Z,8,primo z,walton,220.0,2014.0,4.0,2014.333333333333,4.7,16.0,1920.0,1080.0,2.8333333333337123,1
N9100,8,sprint force,zte,500.0,2012.0,10.0,2012.833333333333,4.0,5.0,800.0,480.0,4.333333333333712,4
SC-UL10,8,ascend gx1,huawei,200.0,2015.0,12.0,2016.0,6.0,13.0,1280.0,720.0,1.1666666666667425,1
H915,8,v20,at&t,640.0,2016.0,10.0,2016.833333333333,5.7,16.0,2560.0,1440.0,0.3333333333337123,5
Y536A1,8,fusion 3,huawei,110.0,2014.0,11.0,2014.916666666667,4.5,5.0,854.0,480.0,2.2499999999997726,2
N9132,8,prestige,zte,110.0,2015.0,1.0,2015.083333333333,5.0,8.0,854.0,480.0,2.0833333333337123,2
GT-I9063T,8,galaxy grand neo,samsung,550.0,2014.0,7.0,2014.583333333333,5.0,5.0,800.0,480.0,2.5833333333337123,4
SM-S550TL,8,galaxy on5,samsung,170.0,2016.0,5.0,2016.416666666667,5.0,8.0,1280.0,720.0,0.7499999999997726,2
US610,8,x power,lg,240.0,2016.0,9.0,2016.75,5.3,13.0,1280.0,720.0,0.41666666666674246,1
SM-G3508J,8,galaxy trend 3,samsung,210.0,2013.0,10.0,2013.833333333333,4.3,3.15,800.0,480.0,3.3333333333337123,3
P66,8,mega,panasonic,110.0,2016.0,2.0,2016.166666666667,5.0,8.0,1280.0,720.0,0.9999999999997726,2
P7-L11,8,ascend p7,huawei,180.0,2014.0,5.0,2014.416666666667,4.5,8.0,960.0,540.0,2.7499999999997726,2
SM-G360FY,8,galaxy core prime,samsung,150.0,2015.0,11.0,2015.916666666667,4.5,5.0,800.0,480.0,1.2499999999997726,2
SU880,8,optimus ex,lg,110.0,2011.0,12.0,2012.0,4.0,5.0,800.0,480.0,5.1666666666667425,3
S806,8,s806,lenovo,250.0,2014.0,5.0,2014.416666666667,5.3,8.0,1280.0,720.0,2.7499999999997726,4
Diamond,8,diamond,multilaser,120.0,2013.0,10.0,2013.833333333333,7.0,12.0,1280.0,720.0,3.3333333333337123,6
E352,8,canvas nitro 3,micromax,120.0,2015.0,11.0,2015.916666666667,5.0,13.0,1280.0,720.0,1.2499999999997726,1
T311,8,blade q lux 3g,zte,270.0,2015.0,10.0,2015.833333333333,4.5,8.0,854.0,480.0,1.3333333333337123,2
MS659,8,optimus f3,lg,100.0,2013.0,6.0,2013.5,4.0,5.0,800.0,480.0,3.6666666666667425,3
SGH-T699,8,galaxy s blaze 4g,samsung,150.0,2012.0,9.0,2012.75,3.97,5.0,800.0,480.0,4.4166666666667425,3
D221,8,l50,lg,100.0,2014.0,7.0,2014.583333333333,4.0,3.15,800.0,480.0,2.5833333333337123,2
U8860,8,honor,huawei,130.0,2012.0,12.0,2013.0,4.0,8.0,854.0,480.0,4.1666666666667425,3
T83,8,dave 4g,telstra,110.0,2013.0,4.0,2013.333333333333,4.0,5.0,800.0,480.0,3.8333333333337123,3
GT-S6102B,8,galaxy y duos,samsung,80.0,2011.0,2.0,2011.166666666667,3.15,3.15,320.0,240.0,5.999999999999773,3
D213,8,l50,lg,100.0,2014.0,7.0,2014.583333333333,4.0,3.15,800.0,480.0,2.5833333333337123,2
Vivo,8,vivo,htc,340.0,2015.0,2.0,2015.166666666667,5.0,8.0,854.0,480.0,1.9999999999997726,4
U8650,8,sonic,huawei,70.0,2011.0,7.0,2011.583333333333,3.5,3.2,480.0,320.0,5.583333333333712,3
N9518,8,warp elite,zte,280.0,2015.0,4.0,2015.333333333333,5.5,13.0,1280.0,720.0,1.8333333333337123,1
A54,8,a54,videocon,70.0,2013.0,1.0,2013.083333333333,5.3,8.0,960.0,540.0,4.083333333333712,3
102P,8,panasonic 102p,softbank,360.0,2012.0,4.0,2012.333333333333,4.3,8.2,960.0,540.0,4.833333333333712,4
Iris X1 Grand,8,iris x1 grand,lava,110.0,2015.0,1.0,2015.083333333333,5.0,8.0,854.0,480.0,2.0833333333337123,2
Y221-U12,8,ascend y221,huawei,130.0,2014.0,12.0,2015.0,3.5,2.0,480.0,320.0,2.1666666666667425,2
A338T,8,a338,lenovo,240.0,2014.0,11.0,2014.916666666667,4.5,5.0,854.0,480.0,2.2499999999997726,2
5952,8,5952,coolpad,130.0,2013.0,4.0,2013.333333333333,5.5,8.0,1280.0,720.0,3.8333333333337123,4
K530,8,stylus 2 plus,lg,360.0,2016.0,7.0,2016.583333333333,5.7,16.0,1920.0,1020.0,0.5833333333337123,1
A9+,8,a9+,celkon,460.0,2013.0,1.0,2013.083333333333,4.0,2.0,800.0,480.0,4.083333333333712,4
Tab 7T,8,tab 7t,wexler,110.0,2012.0,10.0,2012.833333333333,7.0,5.0,800.0,1200.0,4.333333333333712,6
L82VL,8,stylo 2 lte,lg,360.0,2016.0,7.0,2016.583333333333,5.7,13.0,,,0.5833333333337123,1
SM-G550T2,8,galaxy on5,samsung,170.0,2016.0,5.0,2016.416666666667,5.0,8.0,1280.0,720.0,0.7499999999997726,2
KM-E100,8,take lte,kt,180.0,2012.0,10.0,2012.833333333333,4.5,5.0,1280.0,720.0,4.333333333333712,3
H881C,8,ascend plus,huawei,110.0,2013.0,4.0,2013.333333333333,4.0,5.0,800.0,480.0,3.8333333333337123,3
UP Ultra,8,up ultra,starmobile,380.0,2015.0,7.0,2015.583333333333,5.5,13.0,1280.0,720.0,1.5833333333337123,1
X2 Soul,8,x2 soul,allview,120.0,2014.0,6.0,2014.5,5.0,13.0,1920.0,1080.0,2.6666666666667425,1
K9 Smart,8,k9 smart,karbonn,80.0,2016.0,,2016.5,5.0,3.2,854.0,480.0,0.6666666666667425,2
U8652,8,fusion,huawei,80.0,2012.0,3.0,2012.25,3.5,3.15,480.0,320.0,4.9166666666667425,3
SGH-T899M,7,ativ s,samsung,220.0,2012.0,12.0,2013.0,4.8,8.0,1280.0,720.0,4.1666666666667425,4
Y330-U05,7,ascend y330,huawei,70.0,2012.0,3.0,2012.25,4.0,5.0,800.0,480.0,4.9166666666667425,3
Note 2,7,note 2,infinix,500.0,2015.0,11.0,2015.916666666667,6.0,13.0,1280.0,720.0,1.2499999999997726,5
GT-S5830L,7,galaxy ace,samsung,90.0,2011.0,2.0,2011.166666666667,3.5,5.0,480.0,320.0,5.999999999999773,3
X1000,7,x1000,xolo,170.0,2013.0,3.0,2013.25,4.7,8.0,1280.0,720.0,3.9166666666667425,3
I221,7,one touch pixi 8,alcatel,130.0,2014.0,12.0,2015.0,8.0,0.3,800.0,1280.0,2.1666666666667425,0
XT1524,7,moto e 2nd gen 4g,motorola,130.0,2015.0,2.0,2015.166666666667,4.5,5.0,960.0,540.0,1.9999999999997726,2
SCH-R970C,7,galaxy s4 lte,samsung,440.0,2013.0,5.0,2013.416666666667,5.0,13.0,1920.0,1080.0,3.7499999999997726,4
A2207,7,ideatab,lenovo,150.0,2013.0,2.0,2013.166666666667,7.0,3.15,1024.0,600.0,3.9999999999997726,6
inTouch 3,7,intouch 3,avea,150.0,2014.0,5.0,2014.416666666667,4.5,5.0,854.0,480.0,2.7499999999997726,2
K450,7,x power,cricket,240.0,2014.0,9.0,2014.75,5.3,8.0,1280.0,720.0,2.4166666666667425,2
XT1019,7,moto e,motorola,120.0,2014.0,9.0,2014.75,4.3,5.0,960.0,540.0,2.4166666666667425,2
A328T,7,a328t,lenovo,330.0,2015.0,1.0,2015.083333333333,4.5,5.0,854.0,480.0,2.0833333333337123,2
A250,7,canvas turbo,micromax,240.0,2013.0,2.0,2013.166666666667,5.0,13.0,1920.0,1080.0,3.9999999999997726,4
SM-T705W,7,galaxy tav s 8.4,samsung,200.0,2014.0,8.0,2014.666666666667,8.4,8.0,1600.0,2560.0,2.4999999999997726,0
A316,7,a316,lenovo,50.0,2015.0,4.0,2015.333333333333,5.0,13.0,1280.0,1280.0,1.8333333333337123,1
Note Delight 1,7,note delight 1,winds,160.0,2015.0,1.0,2015.083333333333,4.0,2.0,,,2.0833333333337123,2
SCH-S738C,7,galaxy centura,samsung,370.0,2012.0,,2012.5,3.48,3.0,480.0,320.0,4.6666666666667425,3
6032A,7,one touch idol alpha,alcatel,100.0,2014.0,10.0,2014.833333333333,4.7,13.0,1280.0,720.0,2.3333333333337123,1
P1040X,7,p1040x,medion,150.0,2016.0,3.0,2016.25,10.0,5.0,1080.0,1920.0,0.9166666666667425,0
HD New,7,hd new,saigonhkphone,150.0,2013.0,10.0,2013.833333333333,4.7,8.0,960.0,540.0,3.3333333333337123,2
SM-Z130H,7,z1,samsung,80.0,2015.0,1.0,2015.083333333333,4.0,3.15,800.0,480.0,2.0833333333337123,2
Y360-U93,7,y3 lite,huawei,90.0,2016.0,6.0,2016.5,4.0,2.0,800.0,480.0,0.6666666666667425,2
RM-1039,7,lumia 735,nokia,220.0,2014.0,9.0,2014.75,4.7,6.7,1280.0,720.0,2.4166666666667425,2
Iris Atom 2X,7,iris atom 2x,lava,80.0,2015.0,,2015.5,4.5,5.0,854.0,480.0,1.6666666666667425,2
XT875,7,droid bionic,verizon,210.0,2011.0,9.0,2011.75,4.3,8.0,960.0,540.0,5.4166666666667425,3
Iris X1+,7,iris x1+,lava,80.0,2015.0,1.0,2015.083333333333,4.5,8.0,960.0,540.0,2.0833333333337123,2
H636,7,g stylo,lg,250.0,2015.0,5.0,2015.416666666667,5.7,8.0,1280.0,720.0,1.7499999999997726,2
SM-N910R4,7,galaxy note 4,us cellular,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
GT-S7500T,7,galaxy ace plus,samsung,120.0,2012.0,2.0,2012.166666666667,3.65,5.0,480.0,320.0,4.999999999999773,3
SM-G920X,7,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
LS755,7,x power,sprint,240.0,2016.0,9.0,2016.75,5.3,8.0,1280.0,720.0,0.41666666666674246,2
X5001,7,life,medion,100.0,2015.0,11.0,2015.916666666667,5.0,13.0,1920.0,1080.0,1.2499999999997726,1
C230,7,clue,phicomm,220.0,2014.0,7.0,2014.583333333333,4.0,2.0,800.0,480.0,2.5833333333337123,2
LT900,7,lt900,xolo,190.0,2013.0,10.0,2013.833333333333,4.3,8.0,1280.0,720.0,3.3333333333337123,3
A5Z,7,a5z,evercoss,260.0,2015.0,12.0,2016.0,3.5,3.0,480.0,320.0,1.1666666666667425,2
GT-I8268,7,gt-i8268,samsung,160.0,2013.0,6.0,2013.5,4.3,5.0,800.0,480.0,3.6666666666667425,3
Blade L3 Plus,7,blade l3 plus,zte,100.0,2015.0,4.0,2015.333333333333,5.0,13.0,1280.0,720.0,1.8333333333337123,1
GT-S6790,7,galaxy fame lite,samsung,70.0,2013.0,10.0,2013.833333333333,3.5,3.0,480.0,320.0,3.3333333333337123,3
D2-F,7,d2-f,hisense,310.0,2015.0,3.0,2015.25,5.0,8.0,1280.0,720.0,1.9166666666667425,2
V793,7,v793,zte,100.0,2013.0,11.0,2013.916666666667,3.5,2.0,480.0,320.0,3.2499999999997726,3
G610-U30,7,ascend g610,huawei,150.0,2013.0,8.0,2013.666666666667,5.0,5.0,960.0,540.0,3.4999999999997726,3
Primo 78,7,primo 78,msi,220.0,2014.0,4.0,2014.333333333333,7.0,2.0,600.0,1024.0,2.8333333333337123,6
Noir S1,7,noir s1,qmobile,100.0,2015.0,7.0,2015.583333333333,5.0,5.0,854.0,480.0,1.5833333333337123,2
L33L,7,sunset,lg,120.0,2015.0,3.0,2015.25,4.5,5.0,854.0,480.0,1.9166666666667425,2
SPH-M840,7,galaxy ring,samsung,140.0,2013.0,7.0,2013.583333333333,4.0,5.0,800.0,480.0,3.5833333333337123,3
SM-C111M,7,galaxy k zoom,samsung,440.0,2014.0,6.0,2014.5,4.8,20.7,1280.0,720.0,2.6666666666667425,5
Dash 5.0,7,dash 5.0,blu,100.0,2013.0,9.0,2013.75,5.0,5.0,854.0,480.0,3.4166666666667425,2
838,7,x1d,hike,110.0,2013.0,4.0,2013.333333333333,5.0,13.0,1920.0,1080.0,3.8333333333337123,4
Life View Tab,7,life view tab,blu,360.0,2014.0,9.0,2014.75,8.0,5.0,1024.0,768.0,2.4166666666667425,0
7576U,7,7576u,coolpad,200.0,2014.0,10.0,2014.833333333333,4.5,5.0,854.0,480.0,2.3333333333337123,2
V12,7,v12,lvtel,400.0,2015.0,10.0,2015.833333333333,4.3,5.0,960.0,540.0,1.3333333333337123,2
Eluga Mark,7,eluga mark,panasonic,200.0,2015.0,12.0,2016.0,5.5,13.0,1280.0,720.0,1.1666666666667425,1
Blade Apex 3,7,blade apex 3,zte,110.0,2014.0,6.0,2014.5,4.5,5.0,960.0,540.0,2.6666666666667425,2
P690f,7,optimus net,lg,80.0,2011.0,7.0,2011.583333333333,3.2,3.15,480.0,320.0,5.583333333333712,3
RM-889,7,lumia 510,nokia,110.0,2012.0,11.0,2012.916666666667,4.0,5.0,800.0,480.0,4.249999999999773,3
SM-G3502C,7,galaxy trend 3,samsung,150.0,2014.0,10.0,2014.833333333333,4.3,3.2,800.0,480.0,2.3333333333337123,2
SM-N900R4,6,galaxy note 3,samsung,480.0,2013.0,9.0,2013.75,5.7,13.0,1920.0,1080.0,3.4166666666667425,5
WinWin,6,winwin,highscreen,170.0,2014.0,5.0,2014.416666666667,4.0,5.0,800.0,480.0,2.7499999999997726,2
Z90-3,6,vibe shot,lenovo,300.0,2015.0,6.0,2015.5,5.0,16.0,1920.0,1080.0,1.6666666666667425,1
P100,6,p100,aosd,150.0,2015.0,9.0,2015.75,7.0,2.0,480.0,800.0,1.4166666666667425,0
Primo X3 Mini,6,primo x3 mini,walton,220.0,2014.0,4.0,2014.333333333333,4.8,8.0,1280.0,720.0,2.8333333333337123,2
GT-I9308I,6,galaxy s3,samsung,850.0,2012.0,9.0,2012.75,4.8,8.0,1280.0,720.0,4.4166666666667425,5
KII-L05,6,gr5,huawei,300.0,2016.0,11.0,2016.916666666667,5.5,13.0,1920.0,1080.0,0.24999999999977263,1
K32c36,6,k32c36,lenovo,140.0,2015.0,4.0,2015.333333333333,5.0,13.0,1920.0,1080.0,1.8333333333337123,1
GT-S5830V,6,galaxy ace,samsung,90.0,2011.0,2.0,2011.166666666667,3.5,5.0,480.0,320.0,5.999999999999773,3
XT1250,6,moto maxx,verizon,700.0,2014.0,11.0,2014.916666666667,5.0,21.0,1280.0,720.0,2.2499999999997726,5
S90-T,6,sisley,lenovo,260.0,2014.0,11.0,2014.916666666667,5.0,13.0,1280.0,720.0,2.2499999999997726,1
G628-TL00,6,ascend,huawei,140.0,2015.0,2.0,2015.166666666667,5.5,16.0,1280.0,720.0,1.9999999999997726,1
R2010,6,r2010,oppo,200.0,2015.0,5.0,2015.416666666667,4.7,5.0,960.0,540.0,1.7499999999997726,2
R815,6,clover,oppo,100.0,2013.0,4.0,2013.333333333333,4.3,5.0,800.0,480.0,3.8333333333337123,3
H7500+,6,h7500+,hero,120.0,2013.0,2.0,2013.166666666667,5.0,8.0,1280.0,720.0,3.9999999999997726,3
HS-G610,6,king kong,hisense,150.0,2015.0,8.0,2015.666666666667,5.0,2.0,1280.0,720.0,1.4999999999997726,2
Be X,6,be x,ulefone,190.0,2016.0,1.0,2016.083333333333,4.5,8.0,854.0,480.0,1.0833333333337123,2
YP-GI,6,galaxy player,samsung,180.0,2011.0,5.0,2011.416666666667,4.2,3.2,800.0,480.0,5.749999999999773,3
Discovery 2+,6,discovery 2+,general mobile,200.0,2014.0,1.0,2014.083333333333,5.0,13.0,1920.0,1080.0,3.0833333333337123,1
738 3G,6,738 3g,epad,240.0,2014.0,11.0,2014.916666666667,7.0,1.3,480.0,800.0,2.2499999999997726,0
LS-5008,6,water 2,lyf,130.0,2016.0,5.0,2016.416666666667,5.0,5.0,1280.0,720.0,0.7499999999997726,2
GT-I9235,6,galaxy golden lte,samsung,590.0,2013.0,11.0,2013.916666666667,3.7,8.0,800.0,480.0,3.2499999999997726,4
GT-S5312B,6,galaxy pocket neo duos,samsung,370.0,2013.0,,2013.5,3.01,2.0,320.0,240.0,3.6666666666667425,3
YP-GS1,6,galaxy player 3.6,samsung,180.0,2012.0,5.0,2012.416666666667,3.6,2.0,800.0,480.0,4.749999999999773,3
WV8-L,6,wave 8 hd+,bluewave,130.0,2015.0,5.0,2015.416666666667,7.85,8.0,1530.0,2048.0,1.7499999999997726,0
SGH-I437Z,6,galaxy express,cricket,160.0,2012.0,11.0,2012.916666666667,4.5,5.0,800.0,480.0,4.249999999999773,3
SM-G350L,6,galaxy core plus,samsung,150.0,2013.0,10.0,2013.833333333333,4.3,5.0,800.0,480.0,3.3333333333337123,3
6039H,6,one touch idol 3,alcatel,100.0,2015.0,10.0,2015.833333333333,4.7,13.0,1280.0,720.0,1.3333333333337123,1
Le X528,6,le x528,leeco,260.0,2016.0,4.0,2016.333333333333,5.7,16.0,2560.0,1440.0,0.8333333333337123,1
LU6800,6,optimus big,lg,210.0,2011.0,4.0,2011.333333333333,4.3,5.0,800.0,480.0,5.833333333333712,3
5890,6,5890,coolpad,230.0,2013.0,1.0,2013.083333333333,4.5,5.0,960.0,540.0,4.083333333333712,3
XT830C,6,moto e,motorola,120.0,2014.0,9.0,2014.75,4.3,5.0,960.0,540.0,2.4166666666667425,2
Honor Classic P6,6,honor classic p6,good one,300.0,2015.0,1.0,2015.083333333333,4.8,8.0,854.0,480.0,2.0833333333337123,2
N909,6,n909,zte,160.0,2013.0,11.0,2013.916666666667,4.5,5.0,854.0,480.0,3.2499999999997726,3
SGH-T999N,6,galaxy s3,samsung,310.0,2012.0,6.0,2012.5,4.8,8.0,1280.0,720.0,4.6666666666667425,4
GT-I9118,6,galaxy grand duos,samsung,370.0,2014.0,,2014.5,5.0,5.0,800.0,480.0,2.6666666666667425,4
501o,6,501o,cloudfone,240.0,2014.0,2.0,2014.166666666667,5.0,5.0,960.0,540.0,2.9999999999997726,2
E5004,6,e5004,medion,240.0,2015.0,2.0,2015.166666666667,5.0,8.0,1280.0,720.0,1.9999999999997726,2
VS890,6,enact 4g,lg,260.0,2013.0,8.0,2013.666666666667,4.0,5.0,800.0,480.0,3.4999999999997726,3
Y220-U10,6,ascend y220,huawei,60.0,2013.0,3.0,2013.25,3.5,0.3,480.0,320.0,3.9166666666667425,3
SCH-P709E,6,galaxy mega plus,samsung,370.0,2013.0,,2013.5,5.0,8.1,960.0,540.0,3.6666666666667425,4
Grand S Lite,6,zte,zte,430.0,2014.0,3.0,2014.25,5.0,13.0,1920.0,1080.0,2.9166666666667425,4
ADR6350,6,droid incredible 2,htc,100.0,2011.0,4.0,2011.333333333333,4.6,8.0,800.0,480.0,5.833333333333712,3
Life One M,6,life one m,blu,260.0,2014.0,9.0,2014.75,5.0,12.0,1280.0,720.0,2.4166666666667425,1
SHW-M460D,6,galaxy ace plus,samsung,370.0,2012.0,,2012.5,3.6,5.0,480.0,320.0,4.6666666666667425,3
Pad 6,6,miopad 6,mio,350.0,2011.0,11.0,2011.916666666667,6.0,3.2,480.0,800.0,5.249999999999773,6
101+,6,101+,meeg,140.0,2013.0,2.0,2013.166666666667,4.0,5.0,800.0,480.0,3.9999999999997726,3
Primo ZX,6,primo zx,walton,220.0,2014.0,4.0,2014.333333333333,5.5,16.0,1920.0,1080.0,2.8333333333337123,1
B1-820,6,iconia one 8 b1-820,acer,180.0,2015.0,5.0,2015.416666666667,8.0,5.0,1280.0,800.0,1.7499999999997726,0
HN3-U00,6,honor 3,huawei,200.0,2013.0,6.0,2013.5,4.7,13.0,1280.0,720.0,3.6666666666667425,4
D693AR,6,g3 stylus,lg,240.0,2014.0,10.0,2014.833333333333,5.5,13.0,960.0,540.0,2.3333333333337123,1
A26,6,andromeda a26,cross,70.0,2013.0,10.0,2013.833333333333,4.99,8.0,800.0,480.0,3.3333333333337123,2
Blade A511,6,blade a511,zte,170.0,2016.0,7.0,2016.583333333333,5.0,13.0,1920.0,1080.0,0.5833333333337123,1
X1St,6,x1st,vivo,320.0,2013.0,8.0,2013.666666666667,4.7,8.0,1280.0,720.0,3.4999999999997726,4
Smart Start,6,smart start,mts,80.0,2015.0,,2015.5,4.0,5.0,800.0,480.0,1.6666666666667425,2
E51,6,infinity h3s,hisense,80.0,2015.0,10.0,2015.833333333333,5.5,8.0,1280.0,720.0,1.3333333333337123,2
A110,6,canvas 2,acer,160.0,2015.0,11.0,2015.916666666667,6.98,5.0,1024.0,600.0,1.2499999999997726,0
Nova X70,6,nova x70,odisu,90.0,2015.0,2.0,2015.166666666667,5.0,13.0,1280.0,720.0,1.9999999999997726,1
E4002,6,md 98388,medion,70.0,2013.0,2.0,2013.166666666667,4.0,5.0,800.0,480.0,3.9999999999997726,3
8.52,6,8.52,oplus,170.0,2013.0,5.0,2013.416666666667,4.0,5.0,800.0,480.0,3.7499999999997726,3
W125,6,w125,symphony,100.0,2013.0,2.0,2013.166666666667,4.5,8.0,960.0,540.0,3.9999999999997726,3
SM-C115M,6,galaxy k zoom,samsung,440.0,2014.0,6.0,2014.5,4.8,20.0,1280.0,720.0,2.6666666666667425,5
SM-S120VL,6,galaxy luna,samsung,130.0,2016.0,1.0,2016.083333333333,4.5,5.0,800.0,480.0,1.0833333333337123,2
A208T,6,a208t,lenovo,70.0,2014.0,9.0,2014.75,3.5,2.0,480.0,320.0,2.4166666666667425,2
S330,6,amaze s330,odyssee,110.0,2014.0,2.0,2014.166666666667,3.5,3.2,800.0,480.0,2.9999999999997726,3
Kinder 7,6,kinder 7,muffin,260.0,2015.0,10.0,2015.833333333333,7.0,2.0,600.0,1024.0,1.3333333333337123,0
AT7-C,6,at7-c,toshiba,80.0,2014.0,7.0,2014.583333333333,7.0,0.3,600.0,1024.0,2.5833333333337123,6
X5Max V,6,x5max v,vivo,430.0,2015.0,3.0,2015.25,5.5,13.0,1920.0,1080.0,1.9166666666667425,5
X002,6,pegasus,asus,80.0,2014.0,5.0,2014.416666666667,5.0,8.0,1280.0,720.0,2.7499999999997726,2
N5209,6,n3,oppo,550.0,2014.0,1.0,2014.083333333333,5.5,16.0,1920.0,1080.0,3.0833333333337123,5
GSmart Akta A4,6,gsmart akta a4,gigabyte,80.0,2014.0,11.0,2014.916666666667,5.0,13.0,960.0,540.0,2.2499999999997726,1
PMT7787 3D,6,multipad thunder 8.0i 3g,prestigio,190.0,2014.0,7.0,2014.583333333333,8.0,5.0,800.0,1280.0,2.5833333333337123,0
myPad P4 Lite,6,mypad p4 lite,twm,230.0,2013.0,5.0,2013.416666666667,7.0,5.0,600.0,1024.0,3.7499999999997726,6
Q371,6,canvas pep,micromax,90.0,2015.0,2.0,2015.166666666667,4.5,5.0,854.0,480.0,1.9999999999997726,2
G735-L23,6,g play,huawei,270.0,2014.0,4.0,2014.333333333333,5.5,13.0,1280.0,720.0,2.8333333333337123,1
Q426,5,canvas mega 2,micromax,100.0,2016.0,8.0,2016.666666666667,6.0,5.0,960.0,540.0,0.4999999999997726,2
Blade A5,5,blade a5,zte,170.0,2015.0,7.0,2015.583333333333,5.01,13.0,1280.0,720.0,1.5833333333337123,1
A66,5,a66,lenovo,110.0,2013.0,10.0,2013.833333333333,3.5,5.0,480.0,320.0,3.3333333333337123,3
Z850,5,grand x2,zte,130.0,2015.0,8.0,2015.666666666667,5.0,8.0,1280.0,720.0,1.4999999999997726,2
6039S,5,one touch idol 3,alcatel,100.0,2015.0,10.0,2015.833333333333,4.7,13.0,1280.0,720.0,1.3333333333337123,1
Slate S5,5,slate s5,domo,480.0,2015.0,4.0,2015.333333333333,7.0,3.0,600.0,1024.0,1.8333333333337123,0
SM-G316ML,5,galaxy s duos 3,samsung,220.0,2015.0,8.0,2015.666666666667,4.0,5.0,800.0,480.0,1.4999999999997726,2
SCH-I200PP,5,galaxy stellar,samsung,410.0,2012.0,8.0,2012.666666666667,4.0,3.15,800.0,480.0,4.499999999999773,3
SM-G5309W,5,galaxy grand prime,samsung,150.0,2014.0,10.0,2014.833333333333,5.0,8.0,960.0,540.0,2.3333333333337123,2
A88,5,a88,micromax,130.0,2013.0,1.0,2013.083333333333,4.5,5.0,854.0,480.0,4.083333333333712,3
E471,5,canvas knight 2,micromax,230.0,2015.0,6.0,2015.5,5.0,13.0,1280.0,720.0,1.6666666666667425,1
